Economy,region,incomegroup,Year,Ease_of_Doing_Business_Rank,Overall_DTF,Starting_a_Business_Rank,Starting_a_Business_DTF,Starting_a_Business_Procedure_Men_(number),Starting_a_Business_Time_Men_(days),Starting_a_Business_Cost_Men_(%_of_income_per_capita),Starting_a_Business_Procedure_Women_(number),Starting_a_Business_Time_Women_(days),Starting_a_Business_Cost_Women_(%_of_income_per_capita),Starting_a_Business_Paid_in_min._capital_(%_of_income_per_capita),Dealing_with_Construction_Permits_Rank,Dealing_with_Construction_Permits_DTF,Dealing_with_Construction_Permits_Procedures_(number),Dealing_with_Construction_Permits_Time_(days),Dealing_with_Construction_Permits_Cost_(%_of_warehouse_value),Dealing_with_Construction_Permits_Building_quality_control_index_(0_15),Dealing_with_Construction_Permits_Quality_of_building_regulations_index_(0_2),Dealing_with_Construction_Permits_Quality_control_before_construction_index_(0_1),Dealing_with_Construction_Permits_Quality_control_during_construction_index_(0_3),Dealing_with_Construction_Permits_Quality_control_after_construction_index_(0_3),Dealing_with_Construction_Permits_Liability_and_insurance_regimes_index_(0_2),Dealing_with_Construction_Permits_Professional_certifications_index_(0_4),Getting_Electricity_Rank,Getting_Electricity_DTF,Getting_Electricity_Procedures_(number),Getting_Electricity_Time_(days),Getting_Electricity_Cost_(%_of_income_per_capita),Getting_Electricity_Reliability_of_supply_and_transparency_of_tariff_index_(0_8),Getting_Electricity_Total_duration_and_frequency_of_outages_per_customer_a_year_(0_3),Getting_Electricity_Mechanisms_for_monitoring_outages_(0_1),Getting_Electricity_Mechanisms_for_restoring_service_(0_1),Getting_Electricity_Regulatory_monitoring_(0_1),Getting_Electricity_Financial_deterrents_aimed_at_limiting_outages_(0_1),Getting_Electricity_Communication_of_tariffs_and_tariff_changes_(0_1),Getting_Electricity_Price_of_electricity_(US_cents_per_kWh),Registering_Property_Rank,Registering_Property_DTF,Registering_Property_Procedures_(number),Registering_Property_Time_(days),Registering_Property_Cost_(%_of_property_value),Registering_Property_Quality_of_the_land_administration_index_(0_30),Registering_Property_Reliability_of_infrastructure_index_(0_8),Registering_Property_Transparency_of_information_index_(0_6),Registering_Property_Geographic_coverage_index_(0_8),Registering_Property_Land_dispute_resolution_index_(0_8),Registering_Property_Equal_access_to_property_rights_index_(_2_0),Getting_Credit_Rank,Getting_Credit_DTF,Getting_Credit_Strength_of_legal_rights_index_(0_12),Getting_Credit_Strength_of_legal_rights_index_(0_10)_old_methodology,Getting_Credit_Depth_of_credit_information_index_(0_8),Getting_Credit_Depth_of_credit_information_index_(0_6)_old_methodology,Getting_Credit_Credit_registry_coverage_(%_of_adults),Getting_Credit_Credit_bureau_coverage_(%_of_adults),Protecting_Minority_Investors_Rank,Protecting_Minority_Investors_DTF,Protecting_Minority_Investors_Strength_of_minority_investor_protection_index_(0_10),Protecting_Minority_Investors_Strength_of_investor_protection_index_(0_10)_old_methodology,Protecting_Minority_Investors_Extent_of_conflict_of_interest_regulation_index_(0_10),Protecting_Minority_Investors_Extent_of_disclosure_index_(0_10),Protecting_Minority_Investors_Extent_of_director_liability_index_(0_10),Protecting_Minority_Investors_Ease_of_shareholder_suits_index_(0_10),Protecting_Minority_Investors_Ease_of_shareholder_suits_index_(0_10)_old_methodology,Protecting_Minority_Investors_Extent_of_shareholder_governance_index_(0_10),Protecting_Minority_Investors_Extent_of_shareholder_rights_index_(0_10),Protecting_Minority_Investors_Extent_of_ownership_and_control_index_(0_10),Protecting_Minority_Investors_Extent_of_corporate_transparency_index_(0_10),Paying_Taxes_Rank,Paying_Taxes_Postfiling_index_(0_100),Paying_Taxes_DTF,Paying_Taxes_Payments_(number_per_year),Paying_Taxes_Time_(hours_per_year),Paying_Taxes_Total_tax_rate_(%_of_profit),Paying_Taxes_Profit_tax_(%_of_profit),Paying_Taxes_Labor_tax_and_contributions_(%_of_profit),Paying_Taxes_Other_taxes_(%_of_profit),Paying_Taxes_Administrative_appeal_process,Trading_across_Borders_Rank,Trading_across_Borders_DTF,Trading_across_Borders_Time_to_export:_Border_compliance_(hours),Trading_across_Borders_Cost_to_export:_Border_compliance_(USD),Trading_across_Borders_Time_to_export:_Documentary_compliance_(hours),Trading_across_Borders_Cost_to_export:_Documentary_compliance_(USD),Trading_across_Borders_Time_to_import:_Border_compliance_(hours),Trading_across_Borders_Cost_to_import:_Border_compliance_(USD),Trading_across_Borders_Time_to_import:_Documentary_compliance_(hours),Trading_across_Borders_Cost_to_import:_Documentary_compliance_(USD),Trading_across_Borders_Documents_to_export_(number)_old_methodology,Trading_across_Borders_Time_to_export_(days)_old_methodology,Trading_across_Borders_Cost_to_export_(US$_per_container)_old_methodology,Trading_across_Borders_Documents_to_import_(number)_old_methodology,Trading_across_Borders_Time_to_import_(days)_old_methodology,Trading_across_Borders_Cost_to_import_(US$_per_container)_old_methodology,Enforcing_Contracts_Rank,Enforcing_Contracts_DTF,Enforcing_Contracts_Time_(days),Enforcing_Contracts_Cost_(%_of_claim),Enforcing_Contracts_Quality_of_judicial_processes_index_(0_18),Resolving_Insolvency_Rank,Resolving_Insolvency_DTF,Resolving_Insolvency_Recovery_rate_(cents_on_the_dollar),Resolving_Insolvency_Time_(years),Resolving_Insolvency_Cost_(%_of_estate),Resolving_Insolvency_Outcome_(0_as_piecemeal_sale_and_1_as_going_concern),Resolving_Insolvency_Strength_of_insolvency_framework_index_(0_16),Resolving_Insolvency_Commencement_of_proceedings_index_(0_3),Resolving_Insolvency_Management_of_debtor's_assets_index_(0_6),Resolving_Insolvency_Reorganization_proceedings_index_(0_3),Resolving_Insolvency_Creditor_participation_index_(0_4)
Angola,Sub-Saharan Africa,Upper middle income,DB2009,,,,45.71,8,68,196.8,8,68,196.8,39.1,,69.29,10,273,0.2,,,,,,,,,,,,,,,,,,,,,,24.11,7,335,11.6,,,,,,,,18.75,,3,,0,2.7,0,,53.33,,5.3,,4,6,,6,,,,,,,59.07,32,284,52.2,,,,,,17.93,,,,,,,,,10,68,2050,8,62,2950,,28.11,1190,44.4,,,0,0,N/A,N/A,,,,,,
Angola,Sub-Saharan Africa,Upper middle income,DB2008,,,,34.94,12,83,343.7,12,83,343.7,50.5,,65.56,12,283,0.3,,,,,,,,,,,,,,,,,,,,,,24.46,7,335,11.5,,,,,,,,18.75,,3,,0,2.3,0,,53.33,,5.3,,4,6,,6,,,,,,,59.07,32,284,52.2,,,,,,24.42,,,,,,,,,10,64,1650,8,58,1950,,33,1011,44.4,,,0,0,N/A,N/A,,,,,,
Angola,Sub-Saharan Africa,Upper middle income,DB2007,,,,33.47,12,83,498.2,12,83,498.2,74.1,,65.52,12,283,0.3,,,,,,,,,,,,,,,,,,,,,,23.78,7,335,11.8,,,,,,,,18.75,,3,,0,2.9,0,,53.33,,5.3,,4,6,,6,,,,,,,59.07,32,284,52.2,,,,,,21.23,,,,,,,,,10,64,1650,8,58,1950,,33,1011,44.4,,,0,0,N/A,N/A,,,,,,
Angola,Sub-Saharan Africa,Upper middle income,DB2006,,,,31.84,12,83,653.8,12,83,653.8,100.1,,65.36,12,283,0.4,,,,,,,,,,,,,,,,,,,,,,23.72,7,335,11.8,,,,,,,,18.75,,3,,0,2.9,0,,53.33,,5.3,,4,6,,6,,,,,,,59.07,32,284,52.2,,,,,,13.81,,,,,,,,,10,64,1650,8,58,1950,,33,1011,44.4,,,0,0,N/A,N/A,N/A,,,,,
Angola,Sub-Saharan Africa,Upper middle income,DB2005,,,,13.09,12,83,910,12,83,910,495.6,,,,,,,,,,,,,,,,,,,,,,,,,,,23.52,7,335,11.9,,,,,,,,18.75,,3,,0,1.8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33,1011,44.4,,,0,0,N/A,N/A,,,,,,
Angola,Sub-Saharan Africa,Upper middle income,DB2004,,,,13.09,12,83,1316.4,12,83,1316.4,949.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33,1011,44.4,,,0,0,N/A,N/A,,,,,,
Argentina,Latin America & Caribbean,High income,DB2017,116,57.45,157,73.56,14,25,9.3,14,25,9.3,0,173,51.17,21,341,2.8,11,2,1,2,3,1,2,91,69.98,6,92,32.2,5,0,1,1,1,1,1,8.8,114,56.32,7,51.5,6.6,13,5,2,2,4,0,82,50,2,,8,,41.6,100,51,61.67,6.2,,5,7,2,6,,7.3,9,6,7,178,17,39.76,9,359,106,3.9,29.3,108.1,N/A,111,65.36,21,150,30,60,60,1200,192,120,,,,,,,50,64.81,660,22.5,11.5,98,41.87,22.6,2.8,14.5,0,9.5,2.5,4,2,1
Argentina,Latin America & Caribbean,High income,DB2016,118,57.04,154,73.36,14,25,9.7,14,25,9.7,2.3,169,51.34,21,341,2.6,11,2,1,2,3,1,2,87,70,6,92,24.9,5,0,1,1,1,1,1,7,113,56.31,7,51.5,6.6,13,5,2,2,4,N/A,78,50,2,,8,,42.6,100,48,61.67,6.2,,5,7,2,6,,7.3,9,6,7,179,17,37.99,9,405,137.6,0,29.3,108.1,,117,62.85,21,150,30,60,60,1200,336,120,,,,,,,50,64.81,660,22.5,11.5,94,42.12,23.1,2.8,14.5,0,9.5,2.5,4,2,1
Argentina,Latin America & Caribbean,High income,DB2015,,57.76,,72.59,14,25,15.1,14,25,15.1,4,,50.24,21,341,3.5,11,2,1,2,3,1,2,,69.95,6,92,41.9,5,0,1,1,1,1,1,9.4,,56.3,7,51.5,6.6,13,5,2,2,4,,,50,2,,8,,41.2,100,,61.67,6.2,,5,7,2,6,6,7.3,9,6,7,,,44.99,9,405,137.4,0,29.3,108.1,,,62.85,21,150,30,60,60,1200,336,120,6,12,1770,8,30,2320,,64.81,660,22.5,11.5,,44.23,27,2.8,14.5,0,9.5,2.5,4,2,1
Argentina,Latin America & Caribbean,High income,DB2014,,56.1,,71.89,14,25,19.9,14,25,19.9,5.7,,41.77,21,341,4,,,,,,,,,72.6,6,91,37.3,,,,,,,,,,60.64,7,51.5,6.6,,,,,,,,62.5,2,4,8,6,41.9,100,,50,6.2,5,5,7,2,6,6,7.3,9,6,7,,,44.99,9,405,119.4,2.7,29.4,,,,63.38,,,,,,,,,6,12,1650,8,30,2260,,61.97,660,20.5,,,45.34,29.1,,14.5,0,9.5,2.5,4,2,1
Argentina,Latin America & Caribbean,High income,DB2013,,55.96,,72.85,14,25,12.2,14,25,12.2,5.7,,43.79,21,341,2.8,,,,,,,,,72.62,6,91,32,,,,,,,,,,59.77,7,51.5,7,,,,,,,,62.5,,4,,6,37,100,,50,,5,,7,2,,6,,,,,,,44.99,9,405,107.5,,,,,,59.03,,,,,,,,,6,13,1650,9,30,2260,,62.72,660,18.5,,,31.28,29.1,,14.5,0,,,,,
Argentina,Latin America & Caribbean,High income,DB2012,,56.99,,72.52,14,25,14,14,25,14,7.3,,42.42,21,341,3.6,,,,,,,,,72.6,6,91,37.6,,,,,,,,,,59.76,7,51.5,7,,,,,,,,62.5,,4,,6,35.9,100,,50,,5,,7,2,,6,,,,,,,44.48,9,415,107.4,,,,,,66.79,,,,,,,,,6,13,1480,6,16,1810,,65.38,590,16.5,,,33.46,31.1,,14.5,0,,,,,
Argentina,Latin America & Caribbean,High income,DB2011,,56.57,,72.07,14,25,16.7,14,25,16.7,9.1,,41.02,21,341,4.4,,,,,,,,,72.56,6,91,46.3,,,,,,,,,,62.6,6,51,7,,,,,,,,62.5,,4,,6,30.8,100,,50,,5,,7,2,,6,,,,,,,42.52,9,453,107.4,,,,,,63.7,,,,,,,,,6,13,1480,6,16,1810,,65.38,590,16.5,,,33.28,30.9,,14.5,,,,,,
Argentina,Latin America & Caribbean,High income,DB2010,,56.72,,72.27,14,25.5,13.7,14,25.5,13.7,9.8,,47.49,21,341,0.5,,,,,,,,,72.57,6,91,45.7,,,,,,,,,,62.61,6,51,7,,,,,,,,62.5,,4,,6,34.3,100,,50,,5,,7,2,,6,,,,,,,42.52,9,453,107.3,,,,,,61.66,,,,,,,,,6,13,1480,6,16,1810,,65.38,590,16.5,,,30.24,28.1,,14.5,,,,,,
Argentina,Latin America & Caribbean,High income,DB2009,,,,71.47,14,30.5,8.8,14,30.5,8.8,12.4,,47.25,21,341,0.7,,,,,,,,,,,,,,,,,,,,,,65.4,5,51,7,,,,,,,,62.5,,4,,6,31.2,100,,50,,5,,7,2,,6,,,,,,,42.52,9,453,107.3,,,,,,56.3,,,,,,,,,6,13,1480,6,18,1810,,65.38,590,16.5,,,30.24,28.1,,14.5,,,,,,
Argentina,Latin America & Caribbean,High income,DB2008,,,,72.77,13,30,9.4,13,30,9.4,15.9,,46.93,21,341,0.9,,,,,,,,,,,,,,,,,,,,,,65.42,5,51,7,,,,,,,,62.5,,4,,6,25.5,100,,50,,5,,7,2,,6,,,,,,,36.96,19,453,107.3,,,,,,51.43,,,,,,,,,6,16,1325,6,20,1825,,65.38,590,16.5,,,34.93,32.4,,14.5,,,,,,
Argentina,Latin America & Caribbean,High income,DB2007,,,,72.32,13,30,11.6,13,30,11.6,18.8,,46.65,21,341,1.1,,,,,,,,,,,,,,,,,,,,,,63.52,5,51,7.8,,,,,,,,62.5,,4,,6,25.4,100,,50,,5,,7,2,,6,,,,,,,36.96,19,453,107.3,,,,,,47.76,,,,,,,,,6,16,1325,6,20,1825,,65.38,590,16.5,,,36.81,34.2,,14.5,,,,,,
Argentina,Latin America & Caribbean,High income,DB2006,,,,72.02,13,30,12.5,13,30,12.5,21.8,,46.37,21,341,1.2,,,,,,,,,,,,,,,,,,,,,,63.13,5,51,8,,,,,,,,62.5,,4,,6,22.1,95,,50,,5,,7,2,,6,,,,,,,13.07,62,453,107.3,,,,,,46.36,,,,,,,,,6,16,1325,6,20,1825,,65.38,590,16.5,,,37.52,34.9,,14.5,,,,,,
Argentina,Latin America & Caribbean,High income,DB2005,,,,72.6,13,30,14.7,13,30,14.7,8.1,,,,,,,,,,,,,,,,,,,,,,,,,,,63.1,5,51,8,,,,,,,,62.5,,4,,6,20.1,73.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.38,590,16.5,,,27.76,25.8,,14.5,,,,,,
Argentina,Latin America & Caribbean,High income,DB2004,,,,63.76,13,66,12.4,13,66,12.4,9.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.38,590,16.5,,,23,21.4,,14.5,,,,,,
Armenia,Europe & Central Asia,Lower middle income,DB2017,38,73.63,9,96.07,3,4,0.9,3,4,0.9,0,81,70.03,18,84,0.9,8,2,0,2,3,0,1,76,73.17,4,138,80.3,5,2,0,0,1,1,1,9.1,13,87.36,3,7,0.2,21,6,4.5,4,6.5,0,20,75,7,,8,,0,71.1,53,60,6,,6.3,5,6,8,,5.7,8,2,7,88,49.1,72.49,14,313,18.5,17.6,0,0.8,N/A,48,86.45,39,100,2,150,41,100,2,100,,,,,,,28,69.71,570,16,11.5,78,46.06,36.2,1.9,11,0,8.5,2.5,2,3,1
Armenia,Europe & Central Asia,Lower middle income,DB2016,43,72.16,9,96.06,3,4,1,3,4,1,0,78,69.93,18,84,1,8,2,0,2,3,0,1,85,70.02,4,138,87.3,4,1,0,0,1,1,1,8.3,13,87.33,3,7,0.2,21,6,4.5,4,6.5,N/A,42,65,5,,8,,0,94.1,51,60,6,,6.3,5,6,8,,5.7,8,2,7,88,49.1,72.49,14,313,20,19.1,0,0.8,,48,86.45,39,100,2,150,41,100,2,100,,,,,,,35,67.85,570,16,10.5,75,46.44,36.9,1.9,11,0,8.5,2.5,2,3,1
Armenia,Europe & Central Asia,Lower middle income,DB2015,,71.62,,96.05,3,4,1,3,4,1,0,,67.82,20,84,1.1,8,2,0,2,3,0,1,,65.44,4,180,92.6,4,1,0,0,1,1,1,8,,87.32,3,7,0.2,21,6,4.5,4,6.5,,,65,5,,8,,23.5,65.8,,60,6,,6.3,5,6,8,8,5.7,8,2,7,,,80.29,14,313,20.1,19.3,0,0.8,,,81.75,51,250,2,150,51,250,2,100,5,16,1885,8,18,2175,,66,570,16,9.5,,46.58,37.2,1.9,11,0,8.5,2.5,2,3,1
Armenia,Europe & Central Asia,Lower middle income,DB2014,,69.91,,96.04,3,4,1.1,3,4,1.1,0,,72.17,20,84,1.4,,,,,,,,,70.56,4,180,98.9,,,,,,,,,,93.06,3,7,0.2,,,,,,,,75,5,6,8,6,21.9,63.8,,63.33,6,6.3,6.3,5,6,8,8,5.7,8,2,7,,,72.65,14,372,35.9,15,23,,,,64.46,,,,,,,,,5,16,1885,8,18,2175,,52.58,570,16,,,46.17,36.4,,11,0,8.5,2.5,2,3,1
Armenia,Europe & Central Asia,Lower middle income,DB2013,,68.34,,93.39,4,8,2.5,4,8,2.5,0,,72.23,20,84,1.3,,,,,,,,,62.55,4,235,107.3,,,,,,,,,,93.03,3,7,0.2,,,,,,,,75,,6,,6,20.5,56,,63.33,,6.3,,5,6,,8,,,,,,,69.6,17,372,38.8,,,,,,64.68,,,,,,,,,5,16,1885,8,18,2175,,50.7,570,21,,,38.89,36.1,,11,0,,,,,
Armenia,Europe & Central Asia,Lower middle income,DB2012,,64.42,,93.35,4,8,2.9,4,8,2.9,0,,72.56,20,84,1.1,,,,,,,,,56.38,5,235,257.8,,,,,,,,,,92.85,3,7,0.3,,,,,,,,75,,6,,6,23.7,46.6,,50,,5,,5,2,,8,,,,,,,51.44,38,498,38.8,,,,,,63.94,,,,,,,,,5,16,1885,8,18,2175,,50.7,570,21,,,38.03,35.3,,11,0,,,,,
Armenia,Europe & Central Asia,Lower middle income,DB2011,,61.93,,88.87,6,14,3.1,6,14,3.1,0,,63.29,21,144,2.4,,,,,,,,,56.29,5,235,278.9,,,,,,,,,,92.8,3,7,0.3,,,,,,,,68.75,,6,,5,16.9,38.3,,50,,5,,5,2,,8,,,,,,,38.52,54,578,38.6,,,,,,63.98,,,,,,,,,5,16,1735,8,18,2025,,58.49,285,21,,,38.29,35.6,,11,,,,,,
Armenia,Europe & Central Asia,Lower middle income,DB2010,,61.37,,88.93,6,14,2.6,6,14,2.6,0,,63.91,21,144,2.1,,,,,,,,,56.46,5,235,238.5,,,,,,,,,,93.25,3,5,0.3,,,,,,,,68.75,,6,,5,4.4,34.5,,50,,5,,5,2,,8,,,,,,,38.52,54,578,38.6,,,,,,56.02,,,,,,,,,7,20,1801,9,20,2076,,58.49,285,21,,,39.42,36.6,,11,,,,,,
Armenia,Europe & Central Asia,Lower middle income,DB2009,,,,83.5,9,17,3.6,9,17,3.6,2.3,,62.49,21,156,2.2,,,,,,,,,,,,,,,,,,,,,,93.17,3,5,0.3,,,,,,,,68.75,,6,,5,2.6,24.4,,50,,5,,5,2,,8,,,,,,,38.52,54,578,38.6,,,,,,56.81,,,,,,,,,6,33,1816,8,24,2091,,58.49,285,21,,,39.42,36.6,,11,,,,,,
Armenia,Europe & Central Asia,Lower middle income,DB2008,,,,83.3,9,17,4.8,9,17,4.8,3.1,,58.36,23,158,3,,,,,,,,,,,,,,,,,,,,,,92.95,3,5,0.4,,,,,,,,68.75,,6,,5,2.8,13.5,,50,,5,,5,2,,8,,,,,,,38.39,54,578,38.9,,,,,,61.36,,,,,,,,,6,33,1235,8,24,1445,,57.45,285,21,,,39.36,36.6,,11,,,,,,
Armenia,Europe & Central Asia,Lower middle income,DB2007,,,,83.24,9,17,5.1,9,17,5.1,3.3,,44.67,23,158,11.2,,,,,,,,,,,,,,,,,,,,,,92.89,3,5,0.4,,,,,,,,37.5,,6,,0,1.5,0,,50,,5,,5,2,,8,,,,,,,39.8,54,572,36.6,,,,,,54.7,,,,,,,,,6,37,1670,6,37,1860,,57.45,285,21,,,39.31,36.5,,11,,,,,,
Armenia,Europe & Central Asia,Lower middle income,DB2006,,,,81.35,10,18,6.1,10,18,6.1,4,,39.36,25,192,10.8,,,,,,,,,,,,,,,,,,,,,,89.77,4,6,0.5,,,,,,,,31.25,,5,,0,2.6,0,,50,,5,,5,2,,8,,,,,,,39.8,54,572,36.6,,,,,,54.19,,,,,,,,,6,37,1670,6,37,1860,,57.45,285,21,,,38.34,35.6,,11,,,,,,
Armenia,Europe & Central Asia,Lower middle income,DB2005,,,,81.21,10,18,7,10,18,7,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,89.62,4,6,0.6,,,,,,,,31.25,,5,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.17,295,21,,,37.01,34.4,,11,,,,,,
Armenia,Europe & Central Asia,Lower middle income,DB2004,,,,80.98,10,18,8.4,10,18,8.4,5.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.3,327,21,,,37.04,34.4,,11,,,,,,
Australia,High income: OECD,High income,DB2017,15,80.26,7,96.47,3,2.5,0.7,3,2.5,0.7,0,2,86.56,10,112,0.5,14,2,1,3,3,1,4,41,82.31,5,75,12.6,7,2,1,1,1,1,1,19.3,45,74.22,5,4.5,5.2,20,7,3.5,4,5.5,0,5,90,11,,7,,0,100,63,58.33,5.8,,6,8,2,8,,5.7,5,4,8,25,95.4,85.6,11,105,47.6,26,21.1,0.5,N/A,91,70.65,36,749,7,264,39,525,4,100,,,,,,,3,79.72,395,21.8,15.5,21,78.73,82.4,1,8,1,11,2.5,5,0.5,3
Australia,High income: OECD,High income,DB2016,13,80.25,8,96.47,3,2.5,0.7,3,2.5,0.7,0,2,86.56,10,112,0.5,14,2,1,3,3,1,4,40,82.31,5,75,12.2,7,2,1,1,1,1,1,21.4,47,74.24,5,4.5,5.2,20,7,3.5,4,5.5,N/A,5,90,11,,7,,0,100,62,58.33,5.8,,6,8,2,8,,5.7,5,4,8,27,95.4,85.6,11,105,47.6,26,21.1,0.5,,90,70.65,36,749,7,264,39,525,4,100,,,,,,,3,79.72,395,21.8,15.5,20,78.57,82.1,1,8,1,11,2.5,5,0.5,3
Australia,High income: OECD,High income,DB2015,,79.94,,96.47,3,2.5,0.7,3,2.5,0.7,0,,86.56,10,112,0.5,14,2,1,3,3,1,4,,82.31,5,75,12.5,7,2,1,1,1,1,1,22.2,,74.32,5,4.5,5.2,20,7,3.5,4,5.5,,,90,11,,7,,0,100,,58.33,5.8,,6,8,2,8,7,5.7,5,4,8,,,82.44,11,105,47.4,26.1,20.9,0.4,,,70.82,36,749,7,264,37,525,3,100,5,9,1200,7,8,1220,,79.72,395,21.8,15.5,,78.47,81.9,1,8,1,11,2.5,5,0.5,3
Australia,High income: OECD,High income,DB2014,,81.69,,96.47,3,2.5,0.7,3,2.5,0.7,0,,84.23,10,112,0.5,,,,,,,,,80.58,5,75,12.7,,,,,,,,,,77.11,5,4.5,5,,,,,,,,93.75,11,10,7,5,0,100,,56.67,5.8,5.7,6,8,2,8,7,5.7,5,4,8,,,82.47,11,105,47.3,26,20.3,,,,81.06,,,,,,,,,5,9,1150,7,8,1170,,77.06,395,21.8,,,78.15,81.3,,8,1,11,2.5,5,0.5,3
Australia,High income: OECD,High income,DB2013,,81.63,,96.47,3,2.5,0.7,3,2.5,0.7,0,,84.25,10,112,0.5,,,,,,,,,80.58,5,75,12.6,,,,,,,,,,77.1,5,4.5,5.1,,,,,,,,93.75,,10,,5,0,100,,56.67,,5.7,,8,2,,7,,,,,,,82.31,11,109,47.2,,,,,,81.22,,,,,,,,,5,9,1100,7,8,1120,,77.06,395,21.8,,,86.92,80.8,,8,1,,,,,
Australia,High income: OECD,High income,DB2012,,80.98,,96.47,3,2.5,0.7,3,2.5,0.7,0,,84.24,10,112,0.5,,,,,,,,,80.57,5,75,13.3,,,,,,,,,,77.15,5,4.5,5,,,,,,,,87.5,,9,,5,0,100,,56.67,,5.7,,8,2,,7,,,,,,,82.25,11,109,47.3,,,,,,80.95,,,,,,,,,5,9,1060,7,8,1119,,77.06,395,21.8,,,86.98,80.8,,8,1,,,,,
Australia,High income: OECD,High income,DB2011,,81.15,,96.47,3,2.5,0.7,3,2.5,0.7,0,,84.45,10,112,0.4,,,,,,,,,80.57,5,75,14.3,,,,,,,,,,77.23,5,4.5,5,,,,,,,,87.5,,9,,5,0,100,,56.67,,5.7,,8,2,,7,,,,,,,82.14,11,109,47.6,,,,,,80.88,,,,,,,,,5,9,1060,7,8,1119,,77.47,395,20.7,,,88.07,81.8,,8,,,,,,
Australia,High income: OECD,High income,DB2010,,80.8,,96.46,3,2.5,0.8,3,2.5,0.8,0,,84.47,10,112,0.4,,,,,,,,,80.56,5,75,15.9,,,,,,,,,,77.35,5,4.5,4.9,,,,,,,,87.5,,9,,5,0,100,,56.67,,5.7,,8,2,,7,,,,,,,82.15,11,107,47.8,,,,,,80.5,,,,,,,,,5,9,1060,7,8,1119,,77.47,395,20.7,,,84.87,78.8,,8,,,,,,
Australia,High income: OECD,High income,DB2009,,,,96.45,3,2.5,0.8,3,2.5,0.8,0,,81.4,10,142,0.5,,,,,,,,,,,,,,,,,,,,,,77.44,5,4.5,4.9,,,,,,,,87.5,,9,,5,0,100,,56.67,,5.7,,8,2,,7,,,,,,,80.46,12,107,50,,,,,,79.13,,,,,,,,,5,9,1200,7,8,1239,,77.47,395,20.7,,,84.87,78.8,,8,,,,,,
Australia,High income: OECD,High income,DB2008,,,,96.33,3,3,0.8,3,3,0.8,0,,81.48,10,142,0.4,,,,,,,,,,,,,,,,,,,,,,77.44,5,4.5,4.9,,,,,,,,87.5,,9,,5,0,100,,56.67,,5.7,,8,2,,7,,,,,,,80.4,12,107,50.1,,,,,,80.3,,,,,,,,,5,9,930,7,8,1120,,77.47,395,20.7,,,85.25,79.2,,8,,,,,,
Australia,High income: OECD,High income,DB2007,,,,96.2,3,3,1.8,3,3,1.8,0,,81.4,10,142,0.5,,,,,,,,,,,,,,,,,,,,,,77.57,5,4.5,4.8,,,,,,,,87.5,,9,,5,0,100,,56.67,,5.7,,8,2,,7,,,,,,,79.89,12,107,51.1,,,,,,79.89,,,,,,,,,5,9,930,7,8,1120,,77.47,395,20.7,,,85.84,79.7,,8,,,,,,
Australia,High income: OECD,High income,DB2006,,,,96.19,3,3,1.9,3,3,1.9,0,,81.38,10,142,0.5,,,,,,,,,,,,,,,,,,,,,,72.64,5,4.5,7.1,,,,,,,,87.5,,9,,5,0,100,,56.67,,5.7,,8,2,,7,,,,,,,78.83,13,107,52.1,,,,,,79.57,,,,,,,,,5,9,930,7,8,1120,,76.43,395,20.7,,,86.03,79.9,,8,,,,,,
Australia,High income: OECD,High income,DB2005,,,,96.17,3,3,2.1,3,3,2.1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,77.34,5,7,4.8,,,,,,,,87.5,,9,,5,0,95.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.43,395,20.7,,,86.38,80.3,,8,,,,,,
Australia,High income: OECD,High income,DB2004,,,,96.18,3,3,2,3,3,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.43,395,20.7,,,86.43,80.3,,8,,,,,,
Austria,High income: OECD,High income,DB2017,19,78.92,111,83.72,8,21,0.3,8,21,0.3,12.8,49,74.96,11,222,1.3,13,2,0,2,3,2,4,20,87.7,5,23,95.7,7,3,1,1,1,0,1,9.5,30,79.97,3,20.5,4.6,23,7,3,8,5,0,62,60,5,,7,,2.3,53.6,32,65,6.5,,5.3,5,5,6,,7.7,8,8,7,42,98.5,83.39,12,131,51.6,16.9,34.2,0.6,N/A,1,100,0,0,1,0,0,0,1,0,,,,,,,10,75.49,397,20.6,13,20,78.93,82.8,1.1,10,1,11,2.5,5.5,1,2
